league,team,team_logo,player_name,player_link,squad_status,team_logo_url,full_name,date_of_birth,place_of_birth,latitude,longitude,height,position_full
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Paulo Azzi,https://en.wikipedia.org/wiki/Paulo_Azzi,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Paulo Daniel Dentello Azzi,(1994-07-15)15 July 1994(age 30),"Bragança Paulista, Brazil",-22.95306,-46.54222,1.88 m (6 ft 2 in),"Left-back,winger"
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Gianluca Gaetano,https://en.wikipedia.org/wiki/Gianluca_Gaetano,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(2000-05-05)5 May 2000(age 24),"Naples, Italy",40.83583,14.24861,1.81 m (5 ft 11 in)[1],Midfielder
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Alen Sherri,https://en.wikipedia.org/wiki/Alen_Sherri,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(1997-12-15)15 December 1997(age 26),"Shkodër,Albania",42.06806,19.51194,1.97 m (6 ft 6 in),Goalkeeper
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Zito Luvumbo,https://en.wikipedia.org/wiki/Zito_Luvumbo,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Zito André Sebastião Luvumbo[1],(2002-03-09)9 March 2002(age 22),"Luanda, Angola",-8.83833,13.23444,1.71 m (5 ft 7 in)[2],Winger
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Kingstone Mutandwa,https://en.wikipedia.org/wiki/Kingstone_Mutandwa,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(2003-01-05)5 January 2003(age 21),"Chibombo, Zambia",-14.68333,28.1,1.80 m (5 ft 11 in),Striker
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Roberto Piccoli,https://en.wikipedia.org/wiki/Roberto_Piccoli,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Roberto Piccoli,(2001-01-27)27 January 2001(age 23),"Bergamo, Italy",45.695,9.67,1.90 m (6 ft 3 in)[1],Forward
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Mattia Felici,https://en.wikipedia.org/wiki/Mattia_Felici,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(2001-04-17)17 April 2001(age 23),"Rome, Italy",41.89333,12.48278,1.82 m (6 ft 0 in),Left winger
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Boris Radunović,https://en.wikipedia.org/wiki/Boris_Radunovi%C4%87,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(1996-05-26)26 May 1996(age 28),"Belgrade,FR Yugoslavia",44.81778,20.45694,1.94 m (6 ft 4 in)[1],Goalkeeper
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Etienne Catena,https://en.wikipedia.org/w/index.php?title=Etienne_Catena&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,,Not Listed,,,,
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Alessandro Di Pardo,https://en.wikipedia.org/wiki/Alessandro_Di_Pardo,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(1999-07-18)18 July 1999(age 25),"Rimini, Italy",44.05944,12.56833,1.82 m (6 ft 0 in)[1],"Right-back,midfielder"
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Riyad Idrissi,https://en.wikipedia.org/w/index.php?title=Riyad_Idrissi&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,,Not Listed,,,,
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Luigi Palomba,https://en.wikipedia.org/w/index.php?title=Luigi_Palomba&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,,Not Listed,,,,
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Davide Veroli,https://en.wikipedia.org/w/index.php?title=Davide_Veroli&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,,Not Listed,,,,
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Michele Carboni,https://en.wikipedia.org/w/index.php?title=Michele_Carboni&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,,Not Listed,,,,
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Nicolò Cavuoti,https://en.wikipedia.org/wiki/Nicol%C3%B2_Cavuoti,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(2003-04-04)4 April 2003(age 21),"Vasto, Italy",42.11667,14.70694,1.77 m (5 ft 10 in)[1],Midfielder
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Marko Rog,https://en.wikipedia.org/wiki/Marko_Rog,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(1995-07-19)19 July 1995(age 29),"Varaždin, Croatia",46.30806,16.33778,1.80 m (5 ft 11 in)[1],Midfielder
Serie A,Cagliari,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,Nik Prelec,https://en.wikipedia.org/wiki/Nik_Prelec,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/160px-Cagliari_Calcio_1920.svg.png,,(2001-06-10)10 June 2001(age 23),"Maribor, Slovenia",46.5575,15.64556,1.86 m (6 ft 1 in)[1],Forward
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Emil Audero,https://en.wikipedia.org/wiki/Emil_Audero,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,Emilio Audero Mulyadi[1],(1997-01-18)18 January 1997(age 27)[2],"Mataram, Indonesia",-8.583,116.117,1.92 m (6 ft 4 in)[3],Goalkeeper
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Marc-Oliver Kempf,https://en.wikipedia.org/wiki/Marc-Oliver_Kempf,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(1995-01-28)28 January 1995(age 29),"Lich, Hesse, Germany",50.52167,8.82083,1.86 m (6 ft 1 in)[1],Centre-back
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Marco Sala,"https://en.wikipedia.org/wiki/Marco_Sala_(footballer,_born_1999)",First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(1999-06-04)4 June 1999(age 25),"Rho, Italy",45.53111,9.04056,1.77 m (5 ft 10 in)[1],Left-back
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Ben Lhassine Kone,https://en.wikipedia.org/wiki/Ben_Lhassine_Kone,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(2000-03-14)14 March 2000(age 24),"Abidjan,Ivory Coast",5.317,-4.033,1.72 m (5 ft 8 in)[1],Forward
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Edoardo Goldaniga,https://en.wikipedia.org/wiki/Edoardo_Goldaniga,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(1993-11-02)2 November 1993(age 30),"Milan, Italy",45.46694,9.19,1.88 m (6 ft 2 in)[1],Centre back
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Alessio Iovine,https://en.wikipedia.org/wiki/Alessio_Iovine,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(1991-02-01)1 February 1991(age 33),"Como,Italy",45.81667,9.08333,1.74 m (5 ft 9 in),Midfielder
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Gabriel Strefezza,https://en.wikipedia.org/wiki/Gabriel_Strefezza,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,Gabriel Tadeu Strefezza Rebelato,(1997-04-18)18 April 1997(age 27),"São Paulo, Brazil",-23.55,-46.633,1.68 m (5 ft 6 in),"Right winger,forward"
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Daniele Baselli,https://en.wikipedia.org/wiki/Daniele_Baselli,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(1992-03-12)12 March 1992(age 32)[1],"Brescia, Italy",45.54167,10.21667,1.82 m (6 ft 0 in),Midfielder
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Alessandro Gabrielloni,https://en.wikipedia.org/wiki/Alessandro_Gabrielloni,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(1994-07-10)10 July 1994(age 30),"Iesi,Italy",43.52361,13.23917,1.78 m (5 ft 10 in),Forward
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Patrick Cutrone,https://en.wikipedia.org/wiki/Patrick_Cutrone,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,Patrick Cutrone[1],(1998-01-03)3 January 1998(age 26)[2][3],"Como,Italy",45.81667,9.08333,1.83 m (6 ft 0 in)[4],Striker
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Andrea Belotti,https://en.wikipedia.org/wiki/Andrea_Belotti,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,Andrea Belotti[1],(1993-12-20)20 December 1993(age 30),"Calcinate, Italy",45.617,9.8,1.81 m (5 ft 11 in)[2],Striker
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Pierre Bolchini,https://en.wikipedia.org/w/index.php?title=Pierre_Bolchini&action=edit&redlink=1,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,,Not Listed,,,,
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Alberto Dossena,https://en.wikipedia.org/wiki/Alberto_Dossena,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(1998-10-13)13 October 1998(age 25),"Brescia,Italy",45.54167,10.21667,1.88 m (6 ft 2 in)[1],Centre-back
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Ali Jasim,https://en.wikipedia.org/wiki/Ali_Jasim,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,Ali Jasim Elaibi Al-Tameemi[1],(2004-01-20)20 January 2004(age 20),"Baghdad, Iraq",33.31528,44.36611,1.78 m (5 ft 10 in)[2],"Forward,winger"
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Fellipe Jack,https://en.wikipedia.org/w/index.php?title=Fellipe_Jack&action=edit&redlink=1,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,,Not Listed,,,,
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Alieu Fadera,https://en.wikipedia.org/wiki/Alieu_Fadera,First Team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(2001-11-03)3 November 2001(age 22),"Fajara,Bakau,Gambia",13.47,-16.69639,1.82 m (6 ft 0 in),Winger
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Alberto Cerri,https://en.wikipedia.org/wiki/Alberto_Cerri,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(1996-04-16)16 April 1996(age 28),"Parma, Italy",44.801472,10.328,1.94 m (6 ft 4 in),Forward
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Alberto Moreno,https://en.wikipedia.org/wiki/Alberto_Moreno,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,Alberto Moreno Pérez[1],(1992-07-05)5 July 1992(age 32)[2],"Seville, Spain",37.39,-5.99,1.71 m (5 ft 7 in)[3],Left-back
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Raphaël Varane,https://en.wikipedia.org/wiki/Rapha%C3%ABl_Varane,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,Raphaël Xavier Varane[1],(1993-04-25)25 April 1993(age 31)[2],"Lille, France",50.6278,3.0583,1.91 m (6 ft 3 in)[3],Centre-back
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Sergi Roberto,https://en.wikipedia.org/wiki/Sergi_Roberto,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,Sergi Roberto Carnicer[1],(1992-02-07)7 February 1992(age 32)[2],"Reus, Spain",41.156,1.108,1.78 m (5 ft 10 in)[2],"Midfielder,full-back"
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Mauro Vigorito,https://en.wikipedia.org/wiki/Mauro_Vigorito,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(1990-05-22)22 May 1990(age 34),"Macomer,Italy",40.267,8.783,1.87 m (6 ft 2 in),Goalkeeper
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Máximo Perrone,https://en.wikipedia.org/wiki/M%C3%A1ximo_Perrone,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,Máximo Perrone[1],(2003-01-07)7 January 2003(age 21)[1],"Buenos Aires, Argentina",-34.60361,-58.38139,1.77 m (5 ft 10 in)[1],Defensive midfielder
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Pepe Reina,https://en.wikipedia.org/wiki/Pepe_Reina,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,José Manuel Reina Páez[1],(1982-08-31)31 August 1982(age 42)[1],"Madrid, Spain",40.41694,-3.70333,1.88 m (6 ft 2 in)[2],Goalkeeper
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Yannik Engelhardt,https://en.wikipedia.org/wiki/Yannik_Engelhardt,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(2001-02-07)7 February 2001(age 23),"Göttingen, Germany",51.53389,9.93556,1.84 m (6 ft 0 in),Midfielder
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Matthias Braunöder,https://en.wikipedia.org/wiki/Matthias_Braun%C3%B6der,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(2002-03-27)27 March 2002(age 22),"Eisenstadt, Austria",47.85,16.517,1.72 m (5 ft 8 in),Midfielder
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Lucas Da Cunha,https://en.wikipedia.org/wiki/Lucas_Da_Cunha,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(2001-06-09)9 June 2001(age 23),"Roanne, France",46.0367,4.0689,1.74 m (5 ft 9 in)[1],Attacking midfielder
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Luca Mazzitelli,https://en.wikipedia.org/wiki/Luca_Mazzitelli,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(1995-11-15)15 November 1995(age 28),"Rome, Italy",41.89333,12.48278,1.87 m (6 ft 2 in),Central midfielder
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Ignace Van Der Brempt,https://en.wikipedia.org/wiki/Ignace_Van_Der_Brempt,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(2002-04-01)1 April 2002(age 22),"Antwerp, Belgium",51.21778,4.40028,1.87 m (6 ft 2 in)[1],Defender
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Nico Paz,https://en.wikipedia.org/wiki/Nico_Paz,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,Nicolás Paz Martínez[1],(2004-09-08)8 September 2004(age 19),"Santa Cruz de Tenerife, Spain[1]",28.467,-16.25,1.85 m (6 ft 1 in)[1],Attacking midfielder
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Simone Verdi,https://en.wikipedia.org/wiki/Simone_Verdi,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(1992-07-12)12 July 1992(age 32),"Broni, Italy",45.067,9.267,1.74 m (5 ft 9 in)[1],Forward
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Federico Barba,https://en.wikipedia.org/wiki/Federico_Barba,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(1993-09-01)1 September 1993(age 31),"Rome, Italy",41.89333,12.48278,".mw-parser-output .frac{white-space:nowrap}.mw-parser-output .frac .num,.mw-parser-output .frac .den{font-size:80%;line-height:0;vertical-align:super}.mw-parser-output .frac .den{vertical-align:sub}.mw-parser-output .sr-only{border:0;clip:rect(0,0,0,0);clip-path:polygon(0px 0px,0px 0px,0px 0px);height:1px;margin:-1px;overflow:hidden;padding:0;position:absolute;width:1px}1.87 m (6 ft1+1⁄2in)[1]",Centre back
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Peter Kováčik,https://en.wikipedia.org/wiki/Peter_Kov%C3%A1%C4%8Dik,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(2001-12-01)1 December 2001(age 22)[1],"Banská Bystrica,Slovakia",48.73528,19.14528,1.79 m (5 ft 10 in),Right-back
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Moutir Chajia,https://en.wikipedia.org/wiki/Moutir_Chajia,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(1998-04-06)6 April 1998(age 26),"Heusden-Zolder,Belgium",51.05,5.283,1.77 m (5 ft 10 in),Left winger[1]
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Giuseppe Mazzaglia,https://en.wikipedia.org/w/index.php?title=Giuseppe_Mazzaglia&action=edit&redlink=1,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,,Not Listed,,,,
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Naj Razi,https://en.wikipedia.org/wiki/Naj_Razi,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,Najemedine Razi,(2006-10-28)28 October 2006(age 17),Ireland,53.449444,-7.503056,,Midfielder
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Simone Ghidotti,https://en.wikipedia.org/wiki/Simone_Ghidotti,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(2000-03-19)19 March 2000(age 24),"Brescia, Italy",45.54167,10.21667,1.93 m (6 ft 4 in),Goalkeeper
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Tommaso Cassandro,https://en.wikipedia.org/wiki/Tommaso_Cassandro,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(2000-01-09)9 January 2000(age 24),"Dolo, Italy",45.42694,12.07528,1.85 m (6 ft 1 in),Defender
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Marco Curto,https://en.wikipedia.org/wiki/Marco_Curto,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(1999-01-05)5 January 1999(age 25),"Naples, Italy",40.83583,14.24861,1.91 m (6 ft 3 in),Centre back
Serie A,Como,https://comofootball.com/wp-content/uploads/2023/07/logo.svg,Nicholas Ioannou,https://en.wikipedia.org/wiki/Nicholas_Ioannou,On Loan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Logo_Como_1907_-_2019.svg/190px-Logo_Como_1907_-_2019.svg.png,,(1995-11-10)10 November 1995(age 28),"Limassol, Cyprus",34.67472,33.04417,1.84 m (6 ft 0 in),Left-back
